supplier_id,supplier_name,country,gmp_certified,risk_tier,sku_id,category,unit_price,currency,minimum_order_quantity,payment_terms_days,lead_time_days,on_time_delivery_pct,fill_rate_pct,quality_score,defect_rate_pct,max_capacity_units_per_month,current_utilization_pct,valid_from,valid_to,suitability_score,is_preferred
SUP-110,NexGen Bio-Sciences Ltd.,CN,False,HIGH,SKU-API-002,Active Ingredient,1.401,USD,500,45,10,0.8755,0.9254,0.8018,0.06472,6429,0.8479,2026-05-02,,0.4099,False
SUP-110,NexGen Bio-Sciences Ltd.,CN,False,HIGH,SKU-EXC-001,Excipient,0.3519,USD,200,30,9,0.9074,0.8884,0.765,0.04614,7313,0.8479,2025-03-31,,0.5121,False
SUP-110,NexGen Bio-Sciences Ltd.,CN,False,HIGH,SKU-API-001,Active Ingredient,1.5319,USD,750,60,11,0.8915,0.8601,0.8203,0.04458,15585,0.8479,2025-03-02,,0.204,False
SUP-111,TerraPharm Trading Co.,IN,True,MEDIUM,SKU-EXC-001,Excipient,0.3369,USD,200,30,15,0.8982,0.8397,0.7458,0.06077,11908,0.7004,2025-07-06,,0.5957,False
SUP-112,ApexRx Life Sciences Inc.,CA,True,MEDIUM,SKU-API-001,Active Ingredient,1.4479,USD,100,60,13,0.8001,0.75,0.778,0.05711,20214,0.6168,2025-02-07,,0.8018,True
SUP-113,StellarBio Pharma Corp.,CA,True,HIGH,SKU-EXC-001,Excipient,0.3361,USD,250,15,9,0.7847,0.7794,0.7491,0.07558,41864,0.7418,2026-05-11,,0.7789,True
SUP-114,StellarBio Bio-Sciences Ltd.,CN,True,HIGH,SKU-API-002,Active Ingredient,1.4488,USD,750,45,7,0.7957,0.8157,0.7328,0.0676,37146,0.8238,2025-12-11,,0.7983,True
SUP-115,HelixPharm Pharmaceutical Partners,SG,True,HIGH,SKU-EXC-001,Excipient,0.3398,USD,250,15,5,0.7908,0.75,0.7327,0.05797,12933,0.703,2026-03-15,,0.9458,True
SUP-116,PeakMed Supply Co.,GB,True,HIGH,SKU-PKG-001,Primary Packaging,0.2555,USD,250,30,3,0.869,0.8528,0.6406,0.07134,46305,0.907,2026-03-09,,0.8214,True
SUP-117,SpectraRx Solutions Ltd.,JP,False,HIGH,SKU-API-001,Active Ingredient,1.8398,USD,1000,30,10,0.8573,0.866,0.6488,0.06052,18009,0.8776,2025-02-15,,0.4332,False
SUP-117,SpectraRx Solutions Ltd.,JP,False,HIGH,SKU-PKG-001,Primary Packaging,0.2432,USD,500,60,8,0.8529,0.7888,0.7266,0.05566,46894,0.8776,2025-10-28,,0.9711,True
SUP-118,MedPharm Supply Co.,GB,True,HIGH,SKU-PKG-001,Primary Packaging,0.2285,USD,100,60,6,0.8119,0.8092,0.7337,0.07567,22342,0.8658,2026-01-07,,0.7674,True
SUP-119,ClearPath Distributors Inc.,IN,True,HIGH,SKU-EXC-001,Excipient,0.3616,USD,200,30,4,0.8264,0.7565,0.7215,0.05665,5424,0.7796,2025-05-22,,0.7434,True
SUP-120,PrimeMed Trading Co.,NL,False,HIGH,SKU-EXC-001,Excipient,0.3705,USD,1000,45,10,0.7872,0.7743,0.7535,0.06675,47100,0.8382,2026-06-04,,0.4355,False
SUP-001,MedPharm Trading Co.,GB,True,LOW,SKU-1001,Finished Product,0.085,USD,200,30,2,0.96,0.95,0.93,0.008,25000,0.6477,2026-08-15,,0.6725,False
SUP-002,GlobalRx Trading Co.,IN,True,LOW,SKU-1001,Finished Product,0.072,USD,250,45,4,0.9,0.89,0.88,0.015,30000,0.5404,2026-08-15,,0.865,True
SUP-013,VisionRx Solutions Ltd.,IN,True,LOW,SKU-1001,Finished Product,0.079,USD,225,45,7,0.83,0.82,0.79,0.03,15000,0.606,2026-08-15,,0.5435,False
SUP-003,AxisPharma Industries Inc.,IN,True,LOW,SKU-1002,Finished Product,0.16,USD,200,30,3,0.94,0.93,0.91,0.01,20000,0.6748,2026-08-15,,0.6625,False
SUP-004,ApexRx Distributors Inc.,IN,True,LOW,SKU-1002,Finished Product,0.14,USD,200,45,5,0.88,0.86,0.85,0.02,18000,0.6232,2026-08-15,,0.8525,True
SUP-018,TrueLine Medical Supply,CA,True,LOW,SKU-1002,Finished Product,0.148,USD,225,60,8,0.79,0.78,0.74,0.04,12000,0.4204,2026-08-15,,0.5625,False
SUP-005,SpectraRx Corporation,US,True,LOW,SKU-1007,Finished Product,0.045,USD,500,30,2,0.97,0.96,0.94,0.006,40000,0.4301,2026-08-15,,0.6775,False
SUP-006,ZenithMed International Ltd.,JP,True,LOW,SKU-1007,Finished Product,0.038,USD,500,60,6,0.85,0.84,0.8,0.028,15000,0.7122,2026-08-15,,0.7982,True
SUP-036,CoreMed Bio-Sciences Ltd.,GB,True,LOW,SKU-1007,Finished Product,0.041,USD,550,45,9,0.8,0.79,0.76,0.035,11000,0.5068,2026-08-15,,0.5614,False
SUP-007,OmniPharm Corporation,GB,True,LOW,SKU-1010,Finished Product,3.8,USD,100,30,3,0.95,0.94,0.92,0.009,8000,0.6436,2026-08-15,,0.6675,False
SUP-008,MedPharm Bio-Sciences Ltd.,DE,True,LOW,SKU-1010,Finished Product,3.2,USD,100,45,5,0.89,0.87,0.86,0.018,6000,0.6515,2026-08-15,,0.8575,True
SUP-011,NovaBio Group LLC,NL,True,LOW,SKU-1010,Finished Product,3.45,USD,110,45,8,0.81,0.8,0.77,0.03,7000,0.5187,2026-08-15,,0.57,False
SUP-009,CertaPharm Medical Supply,DE,True,LOW,SKU-1003,Finished Product,0.078,USD,200,30,3,0.95,0.94,0.92,0.009,22000,0.441,2026-08-15,,0.6675,False
SUP-010,UltraRx Group LLC,IN,True,LOW,SKU-1003,Finished Product,0.065,USD,250,45,5,0.87,0.85,0.84,0.019,17000,0.5441,2026-08-15,,0.8475,True
SUP-029,ElitePharma Solutions Ltd.,CH,True,LOW,SKU-1003,Finished Product,0.071,USD,225,45,8,0.8,0.79,0.76,0.035,13000,0.4494,2026-08-15,,0.5515,False
