order_id,medicine_type,order_quantity,urgency_level,unit_quote_price_usd,lead_time_days,supplier_reliability,on_time_delivery_rate,defect_rate_pct,cold_chain_compliance_pct,selected_supplier
ORD-00805,Chemotherapy Agent,500,Standard,520.11,4,0.846,0.746,0.3,97.1,Beacon Pharmaceuticals
ORD-00806,Vaccine,100,High,288.05,6,0.817,0.919,0.95,93.4,BioMatrix International
ORD-00807,Chemotherapy Agent,1000,High,376.04,1,0.855,0.808,0.26,96.6,Beacon Pharmaceuticals
ORD-00808,Chemotherapy Agent,2500,Medium,556.96,5,0.971,0.866,0.66,95.6,Bharat BioLogics
ORD-00809,Antiviral,1000,Medium,188.27,3,0.89,0.911,0.31,97.1,Vanguard Pharma
ORD-00810,Vaccine,1000,Standard,283.0,9,0.9,0.908,0.87,96.9,OmniHealth Labs
ORD-00811,Chemotherapy Agent,2500,Medium,506.74,7,0.94,0.903,0.29,96.5,GlobalRx Supply Chain
ORD-00812,Painkiller,250,Medium,41.45,5,0.905,0.822,0.92,97.9,Apex BioPharma
ORD-00813,Monoclonal Antibody,5000,Medium,4944.83,3,0.884,0.928,0.98,93.6,VitalCare Pharmaceuticals
ORD-00814,Vaccine,1000,Medium,353.73,9,0.908,0.881,0.25,96.5,Quantum Health Sciences
ORD-00815,Immunosuppressant,2500,High,378.64,4,0.889,0.885,0.77,94.2,OmniHealth Labs
ORD-00816,Antibiotic,5000,High,157.81,4,0.912,0.904,0.48,98.6,NovaCure Therapeutics
ORD-00817,Chemotherapy Agent,500,Medium,555.25,5,0.929,0.887,0.55,95.1,Bharat BioLogics
ORD-00818,Antiviral,5000,Standard,214.98,5,0.952,0.787,0.4,93.5,Pulse Generic Pharma
ORD-00819,Vaccine,2500,High,323.31,4,0.921,0.942,1.06,99.2,Vanguard Pharma
ORD-00820,Cardiovascular Drug,2500,Standard,185.91,8,0.895,0.827,0.41,98.4,Quantum Health Sciences
ORD-00821,Immunosuppressant,2500,High,414.57,9,0.926,0.946,1.74,94.7,Bharat BioLogics
ORD-00822,Painkiller,1000,Standard,40.89,6,0.894,0.768,0.79,97.0,Apex BioPharma
ORD-00823,Chemotherapy Agent,250,Standard,535.04,8,0.984,0.925,1.14,99.7,Serum Horizon Global
ORD-00824,Vaccine,2500,High,349.38,6,0.949,0.963,0.61,95.8,Vanguard Pharma
ORD-00825,Immunosuppressant,1000,Standard,331.74,3,0.914,0.995,0.72,95.0,OmniHealth Labs
ORD-00826,Vaccine,250,High,357.61,6,0.96,0.94,1.13,98.7,Vanguard Pharma
ORD-00827,Antibiotic,500,High,152.63,3,0.977,0.937,0.42,99.5,NovaCure Therapeutics
ORD-00828,Vaccine,1000,Medium,353.19,4,0.939,0.932,0.85,96.8,Vanguard Pharma
ORD-00829,Vaccine,2500,Medium,277.85,10,0.905,0.877,1.22,94.7,Summit BioSolutions
ORD-00830,Immunosuppressant,250,Medium,350.22,7,1.0,1.0,0.66,92.2,OmniHealth Labs
ORD-00831,Monoclonal Antibody,100,Standard,5040.51,5,0.838,0.914,1.04,98.7,Pulse Generic Pharma
ORD-00832,Antibiotic,1000,Medium,130.51,9,0.875,0.863,0.32,97.6,BioMatrix International
ORD-00833,Chemotherapy Agent,500,High,513.97,11,0.928,0.93,0.05,95.9,GlobalRx Supply Chain
ORD-00834,Immunosuppressant,500,Standard,392.81,4,0.918,0.982,0.68,95.1,OmniHealth Labs
ORD-00835,Antiviral,500,Standard,213.72,6,0.908,0.957,0.32,95.2,Vanguard Pharma
ORD-00836,Cardiovascular Drug,1000,High,151.05,9,1.0,0.897,0.71,94.8,CryoSafe LifeSciences
ORD-00837,Immunosuppressant,1000,Standard,354.83,5,0.874,0.953,0.66,95.5,OmniHealth Labs
ORD-00838,Antiviral,500,Medium,197.91,7,0.811,0.967,0.28,97.1,Vanguard Pharma
ORD-00839,Vaccine,5000,Standard,247.03,9,0.911,1.0,0.81,95.8,OmniHealth Labs
ORD-00840,Insulin,100,Medium,214.35,9,0.876,0.945,1.08,94.1,PharmaTrust Global
ORD-00841,Painkiller,2500,Standard,41.19,6,0.898,0.89,0.4,96.2,MediCore Labs
ORD-00842,Chemotherapy Agent,2500,Medium,431.59,1,0.942,0.884,0.68,96.2,Beacon Pharmaceuticals
ORD-00843,Vaccine,1000,Medium,276.76,8,0.902,0.876,1.43,94.9,Summit BioSolutions
ORD-00844,Antiviral,100,Standard,200.88,3,0.85,0.95,0.89,96.0,Summit BioSolutions
ORD-00845,Insulin,250,High,219.82,4,0.936,0.861,0.25,95.7,Apex BioPharma
ORD-00846,Vaccine,500,Standard,266.26,8,0.866,0.932,1.01,98.1,OmniHealth Labs
ORD-00847,Antiviral,500,High,208.28,3,0.862,0.898,0.38,98.3,Vanguard Pharma
ORD-00848,Immunosuppressant,500,High,426.2,6,0.968,0.951,1.3,95.4,Bharat BioLogics
ORD-00849,Antiviral,1000,Standard,215.48,4,0.903,0.87,0.57,93.9,Pulse Generic Pharma
ORD-00850,Antiviral,100,High,248.01,7,0.882,0.886,0.29,99.6,GlobalRx Supply Chain
ORD-00851,Insulin,250,Medium,232.42,6,0.93,0.829,0.2,96.9,Apex BioPharma
ORD-00852,Chemotherapy Agent,500,Medium,382.11,9,0.933,0.899,0.31,96.4,GlobalRx Supply Chain
ORD-00853,Insulin,1000,Standard,227.09,8,0.887,0.914,1.14,96.4,OmniHealth Labs
ORD-00854,Vaccine,5000,High,322.1,5,0.854,0.957,0.59,92.0,BioMatrix International
ORD-00855,Monoclonal Antibody,500,Standard,5591.32,5,0.98,0.921,1.15,96.4,MediCore Labs
ORD-00856,Insulin,5000,Standard,201.06,3,0.927,0.898,0.34,94.8,Apex BioPharma
ORD-00857,Painkiller,100,High,45.6,1,0.822,0.88,0.29,95.1,Beacon Pharmaceuticals
ORD-00858,Vaccine,2500,Medium,308.09,5,0.902,0.97,0.42,98.9,Vanguard Pharma
ORD-00859,Insulin,100,Medium,231.2,5,0.832,0.862,0.08,96.3,Apex BioPharma
ORD-00860,Antiviral,100,High,174.88,5,0.843,0.907,0.22,98.1,Vanguard Pharma
ORD-00861,Vaccine,500,Medium,334.75,5,0.907,0.914,0.83,97.8,Vanguard Pharma
ORD-00862,Chemotherapy Agent,1000,Standard,497.21,9,0.99,0.963,0.45,95.2,GlobalRx Supply Chain
ORD-00863,Antihistamine,100,Standard,56.4,8,0.955,0.954,0.98,100.0,NovaCure Therapeutics
ORD-00864,Antiviral,2500,Standard,203.28,4,0.926,0.9,0.46,95.3,MediCore Labs
ORD-00865,Painkiller,1000,Medium,47.72,9,0.955,0.879,1.04,91.8,BioMatrix International
ORD-00866,Antihistamine,100,Standard,56.49,6,0.854,0.984,0.74,95.3,Zenith LifeSciences
ORD-00867,Antiviral,250,Medium,195.5,5,0.869,0.915,0.27,99.4,Vanguard Pharma
ORD-00868,Cardiovascular Drug,2500,High,168.68,4,0.913,0.873,1.05,99.5,Aegis Health Supplies
ORD-00869,Insulin,5000,Standard,239.12,8,0.961,0.924,0.17,98.3,VitalCare Pharmaceuticals
ORD-00870,Antiviral,100,High,193.32,5,0.854,0.88,0.34,96.3,Vanguard Pharma
ORD-00871,Monoclonal Antibody,1000,Medium,4879.66,3,0.957,0.902,0.84,91.2,VitalCare Pharmaceuticals
ORD-00872,Vaccine,100,Medium,292.84,5,0.801,0.954,0.78,94.7,BioMatrix International
ORD-00873,Cardiovascular Drug,5000,High,207.57,7,0.968,0.899,0.34,93.7,Serum Horizon Global
ORD-00874,Antihistamine,2500,High,63.7,4,0.885,0.853,1.35,94.8,Summit BioSolutions
ORD-00875,Cardiovascular Drug,100,Medium,174.52,4,0.98,0.83,0.51,95.0,Serum Horizon Global
ORD-00876,Cardiovascular Drug,500,Standard,162.79,10,0.932,0.91,0.81,93.9,CryoSafe LifeSciences
ORD-00877,Insulin,1000,Medium,205.22,5,0.964,0.941,0.36,98.3,VitalCare Pharmaceuticals
ORD-00878,Vaccine,250,High,307.14,4,0.91,0.938,1.13,97.6,Vanguard Pharma
ORD-00879,Monoclonal Antibody,500,High,4798.54,4,0.99,0.961,1.22,96.6,MediCore Labs
ORD-00880,Vaccine,100,Medium,321.3,5,0.919,0.947,1.22,97.1,Vanguard Pharma
ORD-00881,Immunosuppressant,5000,High,390.69,4,0.91,0.953,0.69,93.7,OmniHealth Labs
ORD-00882,Chemotherapy Agent,250,Standard,571.1,4,0.983,0.901,0.4,95.4,Bharat BioLogics
ORD-00883,Antiviral,5000,Medium,194.53,1,0.902,0.822,0.43,95.0,MediCore Labs
ORD-00884,Immunosuppressant,1000,Standard,399.73,9,0.971,0.932,1.39,93.5,Bharat BioLogics
ORD-00885,Monoclonal Antibody,1000,Standard,4561.03,3,0.851,0.994,0.38,93.3,VitalCare Pharmaceuticals
ORD-00886,Immunosuppressant,100,Standard,422.55,6,0.984,0.789,0.01,95.2,CryoSafe LifeSciences
ORD-00887,Painkiller,2500,High,38.81,5,0.899,0.829,0.33,95.0,Beacon Pharmaceuticals
ORD-00888,Chemotherapy Agent,2500,High,494.47,7,0.987,0.965,0.78,96.9,GlobalRx Supply Chain
ORD-00889,Chemotherapy Agent,250,Standard,445.96,5,0.895,0.762,0.44,95.4,Beacon Pharmaceuticals
ORD-00890,Antibiotic,2500,Medium,136.08,4,0.979,0.904,0.28,98.5,NovaCure Therapeutics
ORD-00891,Antiviral,1000,Standard,203.85,8,0.97,0.861,0.52,93.7,Pulse Generic Pharma
ORD-00892,Insulin,100,High,228.65,6,0.975,0.813,0.17,96.0,Apex BioPharma
ORD-00893,Painkiller,250,High,45.91,3,0.897,0.802,0.35,94.6,Beacon Pharmaceuticals
ORD-00894,Antiviral,100,High,209.04,6,0.982,0.838,0.83,93.5,Pulse Generic Pharma
ORD-00895,Antihistamine,500,Medium,60.77,7,0.929,0.943,1.18,98.3,NovaCure Therapeutics
ORD-00896,Immunosuppressant,5000,High,421.84,8,0.874,0.897,0.67,91.8,Quantum Health Sciences
ORD-00897,Chemotherapy Agent,500,Medium,472.96,9,1.0,0.897,0.36,96.9,GlobalRx Supply Chain
ORD-00898,Cardiovascular Drug,100,Standard,143.84,8,0.986,0.852,0.48,95.5,CryoSafe LifeSciences
ORD-00899,Antibiotic,5000,Medium,144.11,6,0.865,0.912,1.57,92.0,Zenith LifeSciences
ORD-00900,Chemotherapy Agent,500,Standard,380.87,8,0.866,0.918,1.24,99.6,Serum Horizon Global
ORD-00901,Painkiller,100,Medium,40.37,1,0.855,0.933,0.61,95.6,Beacon Pharmaceuticals
ORD-00902,Antibiotic,2500,Medium,124.0,8,1.0,0.888,0.66,97.3,PharmaTrust Global
ORD-00903,Painkiller,1000,High,47.41,4,0.963,0.813,0.35,95.1,Beacon Pharmaceuticals
ORD-00904,Insulin,250,High,254.64,7,0.973,0.872,0.36,97.2,Apex BioPharma
ORD-00905,Immunosuppressant,500,High,323.28,6,0.948,0.994,0.88,94.7,OmniHealth Labs
ORD-00906,Antibiotic,5000,Standard,117.91,4,0.949,0.841,1.08,93.0,Zenith LifeSciences
ORD-00907,Antihistamine,2500,Medium,67.83,2,0.875,0.809,0.01,95.9,Pulse Generic Pharma
ORD-00908,Insulin,5000,Medium,224.08,4,0.942,0.933,1.07,98.9,OmniHealth Labs
ORD-00909,Immunosuppressant,2500,Medium,393.0,5,0.959,0.895,0.16,91.6,OmniHealth Labs
ORD-00910,Cardiovascular Drug,250,Medium,192.54,10,0.849,0.852,0.53,99.3,NovaCure Therapeutics
ORD-00911,Antibiotic,500,Medium,147.42,3,1.0,0.87,0.42,98.7,NovaCure Therapeutics
ORD-00912,Monoclonal Antibody,250,High,6186.98,5,0.945,0.917,1.43,96.9,MediCore Labs
ORD-00913,Chemotherapy Agent,5000,Standard,432.28,4,0.876,0.863,0.36,96.6,Beacon Pharmaceuticals
ORD-00914,Chemotherapy Agent,2500,Standard,505.4,8,1.0,0.914,0.4,95.6,GlobalRx Supply Chain
ORD-00915,Insulin,1000,Medium,250.75,6,0.928,0.877,1.22,98.2,OmniHealth Labs
ORD-00916,Immunosuppressant,2500,High,296.93,6,0.905,0.982,0.8,95.7,OmniHealth Labs
ORD-00917,Vaccine,100,Standard,243.96,6,0.935,0.9,1.04,92.6,Summit BioSolutions
ORD-00918,Antibiotic,100,Medium,122.12,10,0.921,0.904,0.37,98.7,PharmaTrust Global
ORD-00919,Monoclonal Antibody,500,High,4693.32,4,0.868,0.918,1.44,100.0,Pulse Generic Pharma
ORD-00920,Vaccine,1000,Standard,314.0,6,0.939,0.923,0.15,96.7,Quantum Health Sciences
ORD-00921,Cardiovascular Drug,1000,Medium,166.69,7,0.882,0.952,1.17,99.2,Aegis Health Supplies
ORD-00922,Painkiller,500,High,45.98,4,0.896,0.803,0.16,95.7,Beacon Pharmaceuticals
ORD-00923,Immunosuppressant,1000,Medium,428.63,6,0.941,0.934,1.4,95.8,Bharat BioLogics
ORD-00924,Immunosuppressant,250,Medium,421.63,7,0.983,0.792,0.27,95.6,CryoSafe LifeSciences
ORD-00925,Antibiotic,500,Standard,115.46,2,1.0,0.888,0.45,100.0,NovaCure Therapeutics
ORD-00926,Antibiotic,500,Standard,125.27,10,0.974,0.965,0.5,97.2,PharmaTrust Global
ORD-00927,Chemotherapy Agent,500,High,469.61,4,0.92,0.792,0.45,96.2,Beacon Pharmaceuticals
ORD-00928,Immunosuppressant,1000,Medium,366.24,8,0.975,0.846,0.24,93.4,CryoSafe LifeSciences
ORD-00929,Antibiotic,1000,Medium,135.74,6,0.924,0.867,0.01,98.6,BioMatrix International
ORD-00930,Antiviral,5000,Standard,231.83,4,0.862,0.852,0.16,97.5,Vanguard Pharma
ORD-00931,Cardiovascular Drug,5000,Standard,151.71,8,0.966,0.862,0.49,94.5,CryoSafe LifeSciences
ORD-00932,Monoclonal Antibody,5000,Medium,4355.38,1,0.898,0.905,1.1,93.6,VitalCare Pharmaceuticals
ORD-00933,Vaccine,100,High,313.75,6,0.84,0.931,0.7,93.5,BioMatrix International
ORD-00934,Insulin,500,Medium,212.26,5,0.912,0.848,0.3,95.7,Apex BioPharma
ORD-00935,Insulin,2500,High,197.18,7,0.925,0.921,1.28,96.8,OmniHealth Labs
ORD-00936,Vaccine,5000,Medium,316.14,7,0.858,0.898,0.34,96.3,Quantum Health Sciences
ORD-00937,Chemotherapy Agent,100,Standard,470.09,10,0.893,0.871,1.01,100.0,Serum Horizon Global
ORD-00938,Monoclonal Antibody,2500,Standard,4819.45,3,0.85,0.921,0.87,93.5,VitalCare Pharmaceuticals
ORD-00939,Cardiovascular Drug,100,Medium,184.01,5,0.828,0.975,0.96,98.2,Aegis Health Supplies
ORD-00940,Painkiller,1000,Standard,47.4,5,0.875,0.885,0.26,94.9,Beacon Pharmaceuticals
ORD-00941,Cardiovascular Drug,500,Medium,173.96,7,0.96,0.861,0.58,97.2,CryoSafe LifeSciences
ORD-00942,Antiviral,100,Medium,185.64,5,0.84,0.873,0.28,97.8,Vanguard Pharma
ORD-00943,Antiviral,500,Medium,200.1,2,0.858,0.857,0.78,95.1,MediCore Labs
ORD-00944,Painkiller,250,High,45.63,4,0.924,0.841,0.25,97.4,MediCore Labs
ORD-00945,Monoclonal Antibody,250,Standard,4392.13,6,0.915,0.98,1.24,98.5,Pulse Generic Pharma
ORD-00946,Chemotherapy Agent,100,High,589.42,4,0.991,0.882,0.35,95.5,Bharat BioLogics
ORD-00947,Painkiller,1000,Standard,43.67,5,0.812,0.87,0.29,94.9,Beacon Pharmaceuticals
ORD-00948,Painkiller,500,Standard,43.38,5,0.842,0.832,0.29,94.8,Beacon Pharmaceuticals
ORD-00949,Monoclonal Antibody,5000,High,5002.78,5,0.96,0.978,1.36,96.9,MediCore Labs
ORD-00950,Vaccine,2500,Standard,305.22,5,0.928,0.904,0.47,95.1,OmniHealth Labs
ORD-00951,Cardiovascular Drug,5000,Standard,151.87,8,0.983,0.854,0.92,99.7,Aegis Health Supplies
ORD-00952,Painkiller,5000,Medium,40.94,5,0.896,0.808,0.54,97.1,Apex BioPharma
ORD-00953,Immunosuppressant,250,High,367.91,7,1.0,0.932,1.23,95.7,Bharat BioLogics
ORD-00954,Monoclonal Antibody,1000,Standard,3965.56,3,0.857,0.973,1.27,93.7,VitalCare Pharmaceuticals
ORD-00955,Antibiotic,2500,High,159.82,6,1.0,0.874,0.3,96.8,NovaCure Therapeutics
ORD-00956,Monoclonal Antibody,500,High,4945.3,6,0.886,1.0,0.98,99.7,Pulse Generic Pharma
ORD-00957,Immunosuppressant,100,Standard,294.7,5,0.959,0.938,0.74,93.7,OmniHealth Labs
ORD-00958,Antibiotic,5000,Standard,122.08,3,0.966,0.837,0.11,100.0,NovaCure Therapeutics
ORD-00959,Antiviral,1000,Standard,220.71,2,0.811,0.879,0.26,94.7,MediCore Labs
ORD-00960,Vaccine,100,High,336.78,4,0.921,1.0,1.1,98.2,Vanguard Pharma
ORD-00961,Antibiotic,100,Standard,121.83,9,0.953,0.934,0.47,97.1,PharmaTrust Global
ORD-00962,Immunosuppressant,2500,Standard,331.28,4,0.905,0.931,0.55,94.4,OmniHealth Labs
ORD-00963,Immunosuppressant,500,Medium,387.69,7,0.981,0.854,0.2,94.6,CryoSafe LifeSciences
ORD-00964,Monoclonal Antibody,2500,High,4830.79,4,0.86,0.887,0.94,98.8,Pulse Generic Pharma
ORD-00965,Cardiovascular Drug,500,Standard,171.32,6,0.873,0.932,1.07,97.2,Aegis Health Supplies
ORD-00966,Immunosuppressant,1000,High,391.9,6,0.957,0.893,1.8,95.3,Bharat BioLogics
ORD-00967,Insulin,100,Medium,242.69,5,0.892,0.917,0.44,96.5,VitalCare Pharmaceuticals
ORD-00968,Chemotherapy Agent,100,Standard,496.29,2,0.942,0.905,0.63,93.3,Bharat BioLogics
ORD-00969,Painkiller,5000,Standard,42.83,2,0.916,0.778,0.39,96.0,Beacon Pharmaceuticals
ORD-00970,Vaccine,2500,High,317.46,7,0.872,0.968,0.47,95.0,BioMatrix International
ORD-00971,Immunosuppressant,100,High,426.89,8,0.986,0.857,0.04,95.9,CryoSafe LifeSciences
ORD-00972,Insulin,250,Medium,216.79,4,0.937,0.882,0.15,95.7,Apex BioPharma
ORD-00973,Vaccine,1000,High,318.04,5,0.906,0.973,0.89,99.3,Vanguard Pharma
ORD-00974,Antibiotic,5000,Standard,137.79,4,0.883,0.875,0.34,98.4,NovaCure Therapeutics
ORD-00975,Antihistamine,1000,Medium,63.73,9,0.905,1.0,1.23,99.8,NovaCure Therapeutics
ORD-00976,Immunosuppressant,100,Medium,388.95,5,0.923,0.962,0.44,93.9,OmniHealth Labs
ORD-00977,Antiviral,100,Medium,202.41,5,0.921,0.914,0.18,97.7,Vanguard Pharma
ORD-00978,Immunosuppressant,1000,High,433.26,7,0.947,0.845,0.44,93.4,CryoSafe LifeSciences
ORD-00979,Insulin,5000,Medium,270.58,6,0.899,0.904,0.85,94.6,PharmaTrust Global
ORD-00980,Vaccine,500,Standard,289.27,8,0.914,1.0,0.54,96.7,OmniHealth Labs
ORD-00981,Antibiotic,2500,Standard,134.1,9,0.973,0.875,1.01,95.3,Bharat BioLogics
ORD-00982,Antiviral,100,High,212.98,5,0.919,0.88,0.32,96.6,Vanguard Pharma
ORD-00983,Chemotherapy Agent,500,Medium,444.94,4,0.821,0.788,0.27,97.4,Beacon Pharmaceuticals
ORD-00984,Monoclonal Antibody,100,Medium,4923.89,6,1.0,0.975,1.44,98.4,MediCore Labs
ORD-00985,Painkiller,250,High,43.99,2,0.914,0.781,0.12,97.1,Beacon Pharmaceuticals
ORD-00986,Antibiotic,500,High,136.44,6,0.948,0.836,0.19,99.0,BioMatrix International
ORD-00987,Monoclonal Antibody,250,Medium,4590.74,10,0.918,0.987,0.51,94.6,CryoSafe LifeSciences
ORD-00988,Antibiotic,100,Standard,129.77,3,0.972,0.936,0.44,97.6,NovaCure Therapeutics
ORD-00989,Chemotherapy Agent,2500,Medium,484.7,7,0.902,0.888,1.08,98.0,Serum Horizon Global
ORD-00990,Vaccine,5000,High,297.72,5,0.884,0.904,0.31,96.5,Quantum Health Sciences
ORD-00991,Antibiotic,5000,Standard,146.88,3,1.0,0.873,0.1,98.6,NovaCure Therapeutics
ORD-00992,Antihistamine,100,Medium,60.65,2,0.902,0.841,0.01,96.7,Pulse Generic Pharma
ORD-00993,Cardiovascular Drug,5000,Standard,159.79,8,0.972,0.93,0.69,96.2,CryoSafe LifeSciences
ORD-00994,Antihistamine,5000,Medium,60.59,5,0.921,0.824,0.01,96.7,Pulse Generic Pharma
ORD-00995,Antiviral,2500,Standard,185.55,4,0.908,0.862,0.23,96.4,Vanguard Pharma
ORD-00996,Antibiotic,2500,Standard,136.38,7,0.862,0.858,1.36,93.1,Zenith LifeSciences
ORD-00997,Vaccine,500,Standard,298.94,8,0.907,0.956,0.76,97.8,Vanguard Pharma
ORD-00998,Vaccine,250,High,303.48,5,0.924,0.964,0.66,95.5,OmniHealth Labs
ORD-00999,Painkiller,500,Medium,47.15,7,0.932,0.902,0.5,95.3,Serum Horizon Global
ORD-01000,Chemotherapy Agent,5000,High,559.68,2,0.96,0.87,0.32,94.2,Bharat BioLogics
ORD-01001,Antiviral,500,Medium,194.0,5,0.8,0.976,0.1,97.5,Vanguard Pharma
ORD-01002,Immunosuppressant,250,High,436.77,7,0.995,0.836,1.43,94.6,Bharat BioLogics
ORD-01003,Monoclonal Antibody,5000,Standard,5395.6,4,0.993,1.0,0.89,97.7,MediCore Labs
ORD-01004,Antibiotic,5000,Medium,150.6,5,0.941,0.899,0.19,97.5,NovaCure Therapeutics
ORD-01005,Immunosuppressant,2500,Standard,392.54,4,0.956,1.0,0.82,95.0,OmniHealth Labs
ORD-01006,Antiviral,1000,High,205.02,5,0.921,0.827,0.82,92.9,Pulse Generic Pharma
ORD-01007,Insulin,250,Standard,224.18,4,0.971,0.858,0.73,95.8,VitalCare Pharmaceuticals
ORD-01008,Immunosuppressant,500,Medium,401.08,8,0.901,0.857,0.42,93.9,Quantum Health Sciences
ORD-01009,Chemotherapy Agent,2500,Standard,523.5,10,1.0,0.904,0.44,95.1,GlobalRx Supply Chain
ORD-01010,Immunosuppressant,2500,High,412.69,4,0.936,0.962,0.66,94.1,OmniHealth Labs
ORD-01011,Insulin,1000,Medium,237.1,3,0.987,0.931,0.45,95.6,Apex BioPharma
ORD-01012,Immunosuppressant,5000,High,397.32,5,0.941,0.971,0.45,93.2,OmniHealth Labs
ORD-01013,Antibiotic,100,Standard,118.28,7,0.901,0.986,0.72,95.5,PharmaTrust Global
ORD-01014,Antibiotic,2500,Medium,128.3,8,0.961,0.899,0.21,97.7,PharmaTrust Global
ORD-01015,Antibiotic,100,Standard,140.47,5,0.924,0.891,1.38,94.2,Bharat BioLogics
ORD-01016,Vaccine,250,Standard,298.81,6,0.886,0.878,0.66,96.5,OmniHealth Labs
ORD-01017,Chemotherapy Agent,1000,Medium,490.39,7,0.989,0.929,0.34,95.6,GlobalRx Supply Chain
ORD-01018,Cardiovascular Drug,2500,Standard,206.06,4,0.956,0.82,0.37,95.5,Serum Horizon Global
ORD-01019,Vaccine,250,Medium,316.74,6,0.907,0.937,0.13,96.8,Quantum Health Sciences
ORD-01020,Immunosuppressant,500,Medium,348.2,7,0.934,1.0,0.57,95.0,OmniHealth Labs
ORD-01021,Immunosuppressant,2500,High,315.83,5,0.933,0.911,0.38,94.2,OmniHealth Labs
ORD-01022,Antibiotic,2500,Medium,134.24,8,0.913,0.939,1.18,96.5,Bharat BioLogics
ORD-01023,Antihistamine,100,Standard,66.57,9,0.929,0.996,1.37,98.0,NovaCure Therapeutics
ORD-01024,Cardiovascular Drug,250,Medium,158.09,7,0.895,0.881,1.17,96.3,Aegis Health Supplies
ORD-01025,Antiviral,500,Standard,193.68,4,0.873,0.851,0.52,96.5,Vanguard Pharma
ORD-01026,Immunosuppressant,500,Standard,388.8,4,0.884,0.932,0.37,94.8,OmniHealth Labs
ORD-01027,Cardiovascular Drug,2500,Standard,201.7,9,0.958,0.846,0.65,97.0,Quantum Health Sciences
ORD-01028,Antibiotic,2500,Standard,119.76,6,0.993,0.903,0.33,99.4,PharmaTrust Global
ORD-01029,Cardiovascular Drug,250,Medium,187.51,9,0.912,0.849,0.31,98.1,NovaCure Therapeutics
ORD-01030,Antihistamine,5000,High,51.06,7,0.928,0.97,1.4,99.5,NovaCure Therapeutics
ORD-01031,Painkiller,500,Medium,40.25,4,0.831,0.91,0.39,95.4,Beacon Pharmaceuticals
ORD-01032,Cardiovascular Drug,100,Standard,175.06,7,0.951,0.883,0.63,98.4,Quantum Health Sciences
ORD-01033,Antibiotic,250,Standard,133.46,9,0.989,0.958,0.39,96.8,PharmaTrust Global
ORD-01034,Monoclonal Antibody,5000,Medium,4905.43,1,0.843,0.915,0.81,94.3,VitalCare Pharmaceuticals
ORD-01035,Antiviral,1000,Medium,187.22,7,0.85,0.836,0.01,97.8,Vanguard Pharma
ORD-01036,Antihistamine,250,Medium,58.11,3,0.867,0.836,0.01,96.5,Pulse Generic Pharma
ORD-01037,Monoclonal Antibody,1000,Medium,4561.27,3,0.91,0.939,1.01,93.5,VitalCare Pharmaceuticals
ORD-01038,Cardiovascular Drug,100,High,215.29,10,0.942,0.854,0.56,98.9,Quantum Health Sciences
ORD-01039,Antihistamine,1000,Standard,66.34,2,0.91,0.819,0.31,97.3,Aegis Health Supplies
ORD-01040,Monoclonal Antibody,500,Medium,4888.18,5,0.852,0.963,1.02,91.8,VitalCare Pharmaceuticals
ORD-01041,Antihistamine,1000,Standard,56.51,6,0.904,0.806,0.65,96.3,Aegis Health Supplies
ORD-01042,Chemotherapy Agent,2500,Standard,480.97,3,0.84,0.854,0.01,95.3,Beacon Pharmaceuticals
ORD-01043,Chemotherapy Agent,500,High,353.01,7,1.0,0.923,0.55,96.8,GlobalRx Supply Chain
ORD-01044,Insulin,500,Standard,200.6,3,1.0,0.863,0.01,96.3,Apex BioPharma
ORD-01045,Immunosuppressant,1000,High,434.89,7,0.973,0.816,0.53,94.7,CryoSafe LifeSciences
ORD-01046,Cardiovascular Drug,1000,Medium,161.46,5,0.934,0.829,1.08,98.0,Aegis Health Supplies
ORD-01047,Monoclonal Antibody,5000,Standard,4576.72,5,0.871,0.902,1.38,97.7,Pulse Generic Pharma
ORD-01048,Antiviral,500,High,164.99,4,0.961,0.84,0.62,94.2,Pulse Generic Pharma
ORD-01049,Immunosuppressant,1000,Standard,345.84,3,0.957,0.959,0.43,94.3,OmniHealth Labs
ORD-01050,Antihistamine,500,High,51.3,5,0.872,0.937,0.92,94.3,Zenith LifeSciences
ORD-01051,Immunosuppressant,5000,Medium,394.83,5,0.91,0.856,0.33,95.0,Quantum Health Sciences
ORD-01052,Insulin,100,Standard,223.12,8,0.89,0.933,0.45,97.7,VitalCare Pharmaceuticals
ORD-01053,Cardiovascular Drug,2500,High,213.45,6,0.853,0.893,0.36,99.3,NovaCure Therapeutics
ORD-01054,Antibiotic,250,High,151.07,7,0.898,0.903,0.24,97.3,BioMatrix International
ORD-01055,Monoclonal Antibody,250,High,4545.99,3,0.87,0.928,0.5,92.3,VitalCare Pharmaceuticals
ORD-01056,Insulin,1000,Standard,190.91,7,0.945,0.879,0.19,95.2,Apex BioPharma
ORD-01057,Antibiotic,250,Standard,150.51,5,0.958,0.929,0.56,99.1,NovaCure Therapeutics
ORD-01058,Vaccine,500,Medium,280.7,6,0.933,0.941,0.82,96.3,OmniHealth Labs
ORD-01059,Antiviral,5000,Medium,161.35,2,0.891,0.828,0.29,96.6,MediCore Labs
ORD-01060,Immunosuppressant,2500,Standard,429.47,6,0.969,0.778,0.31,95.3,CryoSafe LifeSciences
ORD-01061,Antibiotic,5000,High,118.57,7,0.92,0.945,0.74,97.6,PharmaTrust Global
